Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20	SCV2-Week8-Mouse9
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00049|genus_vGENUS-01749|species_vOTU-009054	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000701|genus_4014998|species_4072510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00223196439425084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210407749726331	0.00348941330445465	0.00493849822801645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013568743545084	0.00288199948191629	0.00407942575937926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280505510037776	0	0	0.00260711521675686	0.00472139353790231	0	0.00209407549803312	0.00186419229039974	0	0.000744437916539939	0.000997375778846458	0	0.00121746639305075	0.00122915766673402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00006|genus_vGENUS-10585|species_vOTU-001227	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000285|genus_4072588|species_4072589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137706283784484	0.00257355420496639	0.0020343682639865	0.00262725530178496	0.00164115966649014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000898765900754067	0.000799104641773152	0.0010390355703217	0.00223672393810332	0	0.00160557250775878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020905803461936	0.000922619491875391	0.00329671347586189	0.00258408427612193	0	0.00142979783932131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214212339146301	0.00288858545791716	0	0.00134333498491784	0.00376462608991751	0	0.00236198963788812	0.00180371249252012	0	0.00453953914564413	0.00197547615918808	0	0	0	0.00312079210717529	0.00379025546518145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00066|genus_vGENUS-10609|species_vOTU-014558	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000179|genus_4072801|species_4072802	0.00136173203430251	0.00384791398873636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00134|genus_vGENUS-10614|species_vOTU-007677	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000415|genus_4017466|species_4072856	0.000212813846049052	0.00028652247568329	0.000690473106694217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00010|genus_vGENUS-00062|species_vOTU-061411	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000158|genus_4000992|species_4073783	3.36276416164355e-05	0.000222544113855148	5.81891516522177e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02870986683727e-05	0	0	0	0	0	0	0	0	0	1.80037704327526e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59986579605552e-05	0	2.67735259540018e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66852358429607e-05	0	0	1.271447877009e-05	3.07237827338735e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97486814687868e-05	0	0	0	0	0	0	0	0	2.39686520852231e-05	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00023|genus_vGENUS-00281|species_vOTU-015086	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000621|genus_4002991|species_4074913	0.00170310676706055	0.00187417480500717	0.00121536165512624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00060|genus_vGENUS-10799|species_vOTU-014455	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000358|genus_4075064|species_4075065	0.000297346800602066	0	0.000499200207648478	0.00035434957154983	0.000173160698939975	0	0	0.000349976752551464	0	0.000214851468669247	0	0.000244907803814935	0.000327091845283041	0.000338858681716878	0	0	0	0	0.000196173885037842	0	0.000342182714942719	0.000348213218976697	0.00036279158108549	0	0	0	0.000574078323141519	0.000508106533713141	0	0.000195042117624387	0	0	0	0.000561953265104354	0	0.000238374385234147	0.000276921963981066	0.00019906309191974	0.000262580741507579	0	0.000708878774087851	0	0.000163711517609144	0	0	0	0.000301779533763756	0	0	0	0.000166632329033489	0	0	0.000229161459083838	0	0	0	0.000256101284270376	0	0.000459747373474517	0	0	0.000537080208868353	0	0	0	0	0	0	0.000445977757811992	0	0.000753596240258822	0	0.000907612805431455	0.000879794862557876	0.000982420972113435	0.000403403233675578	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108619229449726	0	0	0.000691730554079595	0.000630493610062104	0	0.000295364798654888	0.000373470876829605	0	0.00125143743866369	0	0	0	0	0	0	0	0	0.000232185313317489	0	0.000654224309294503	0	0	0.000513172507592313	0.00059577796564871	0	0	0.000158752512327475	0.000343798274158027	0	0.000779258364369025	0	0	0	0	0	0	0	0	0.000287266024972536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202647711689752	0	0	0	0.000530753024627293	0.000509602363083804	0	0.000585315858966176	0.000443871160639676	0	0	0	0	0	0	0	0.000582638460589764	0	0	0	0.000366254040700304	0	0	0	0	0.000261457211261461	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00111|genus_vGENUS-05531|species_vOTU-068314	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000555|genus_4018348|species_4075132	0.0273059358467802	0.0234632882836211	0.0244882583052075	0.00491198061143945	0.00477545686185007	0.00541447545715679	0.00291130100547995	0.00682563852744083	0.00413892766947575	0.00486158521643171	0.00378956523579812	0.00726571186376098	0.00411491893612094	0.00573547979761277	0.00792517324009763	0.00726877362502964	0.00566601531422318	0.00626955800189797	0.00259583676022607	0.00339122928205849	0.00345636325406006	0.00364472155438762	0.0086860354936937	0.0139228847718556	0.0088978939164265	0.00867269609959978	0.0120615577010907	0.0120583973621164	0.00980817381417369	0.00772960749359375	0.00730459210192583	0.0138295322808926	0.0104265757533102	0.00872698437946624	0.00959782274190055	0.0157017743680141	0.00926043074974253	0.0096628124153543	0.0106092036467045	0.00749094099825868	0.0115686423969026	0.0101899772544421	0.0070458626829479	0.0137631946776548	0.00833541696776385	0.0108733830521293	0.0100393219765737	0.010849063224856	0.0106658596718752	0.00939769412949057	0.00838571618477271	0.014630785557677	0.0103116653554897	0.0140327264507789	0.0115756188242628	0.0104160947238857	0.00683841410996243	0.0102952882312699	0.00803503976842223	0.0090748096683558	0.0113836527201347	0.0115669446142147	0.0146270036849944	0.0157872879879183	0.0152934793460255	0.0152361646215614	0.0166261180380867	0.003324706289165	0.00471950856385379	0.00587967536091656	0.00247338816839567	0.0139095502190499	0	0.0120974620198512	0.0147358262264246	0.0108546474856178	0.00768037153222597	0.00872236599477269	0.00875737609130993	0.00612375419521467	0.00751995604364201	0.0106476471150435	0.0156853746185033	0.00481979505885774	0.00677912429670042	0	0.0134713612025456	0.0203050855907371	0.0208103058970301	0.0183230257254595	0.0124717676833109	0.0197148737573777	0.0020343093432769	0.0113090077632535	0.00757815664110037	0.00161943025294793	0.00952965395083026	0.00767750653511867	0.010607031693893	0.00333736250270614	0.00899089077758381	0.014180185027863	0.00517642827551862	0.0034044567255788	0.00371869413230724	0.00603630184824394	0.00997367714231213	0.017212569503779	0.012508689792779	0.0138572276135566	0.00630724020158831	0.0127889185066292	0.00181222725853736	0.00989868844049814	0.00967440268088491	0	0.0107169190205111	0.00704082940064054	0.00927894956985192	0.00380342114414865	0.00651132772850476	0.00527985567499641	0	0.00196341786487919	0.00331646573112197	0	0.00663459098053662	0.00588094113822393	0	0.00528777843925531	0.00673739770541532	0	0.00527549509877165	0.00660798039817482	0	0.00344805250053042	0.00528792234690732	0.0137645832595152	0.00915077766336553	0.0117875400763814	0	0.0172112813647102	0.0156427460713293	0	0.0161650518652601	0.0208442867947047	0	0.0152366914640663	0.0174486374146603	0.00436733624293064	0.00605139571839695	0	0.00970562265031082	0.0129340738261904	0.00077451481090674	0.000810376130606738	0	0.00580974356907462	0.00447540285067708	0.00190295148754997	0.010495579513671	0.0146989270677453	0	0	0.00314662955789393	0	0.00993826691268217	0.0156713651206344	0	0.0103251324065522	0.0103497384124154	0	0.00866288530072022	0.00448856496994105	0	0.00293926022104735	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00111|genus_vGENUS-10842|species_vOTU-008697	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000555|genus_4010915|species_4075593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173673354609249	0.00212761372961589	0.00307126025359255	0.00438020229536137	0.00355264792379414	0.00229788860753553	0.00453135904191628	0.00567728405604248	0.0068797682224143	0	0	0	0	0	0	0	0	0	0	0	0.0109245067794283	0.00560346019798424	0.00589529314711535	0.0120076909451286	0.00154653547147511	0.00122292035158555	0.00323498815366357	0.00265049910671072	0	0.000884728698222021	0	0	0	0	0	0	0	0	0	0.00637652957685459	0.00572016534239219	0.00707232319481992	0.00371881449322176	0.00270044346805031	0.000849038370096435	0.00099696814015144	0.000526117759969074	0.0014982512872829	0	0.000576563310638935	0	0	0	0	0	0	0	0	0	0	0	0.00672350713911616	0.00928031831531064	0	0.00388704284270643	0.00507125601456987	0	0.00265825015818064	0.0061290641485768	0	0.00468369092689627	0.00568857109918834	0	0.00615043977897936	0.00735855432958595	0	0.000474698629577814	0	0	0.000717363275984514	0.000670297517564037	0	0.0014767147185667	0	0	0	0.000840526325352012	0	0	0	0.00152324899484968	0.00134196848438881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|species_vOTU-041167	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|species_4076117	0.00183039513756775	0.00197597854145568	0.00186095556040674	0	0	0	0	0	0.00170433295861983	0	0	0.00112193687225028	0	0.00138208562313106	0	0	0	0	0	0	0	0	0.00239462115731152	0.00192255441593326	0.0021100044899075	0.00206759165386591	0.00273225906943908	0.00383631240458664	0.00166778926549373	0.00155132369948774	0.00183772262736381	0.00272029773137603	0.0015600719677842	0.000762742397704416	0.00334823075154326	0.00330317428572107	0.00189650045329712	0.000670171706614753	0.00115858050960272	0.00251399491774285	0.000668467008489256	0.00276249812838836	0	0.00272349116152923	0.00186108961487134	0.00188390902594474	0.00195512657393113	0.00223654051985241	0.00185264130171157	0.0024033855987382	0.00136651580262192	0.00232130280731406	0.00297576978957106	0.00314817321030426	0.00212381288903917	0.00416807143486581	0.00281910600432259	0.00174909623295732	0.00288754175998129	0.00231730730689742	0.00224523988676455	0	0.00165696904452459	0	0	0	0.000842534727301228	0	0.000930824578436577	0	0	0.000918261387594554	0	0	0.000319219017289729	0	0	0	0.00137628505038892	0	0	0	0	0	0	0	0.00161449222956425	0.00201099432902416	0.00229186767082119	0.00217906298837866	0	0.00499732273016614	0.00186322722678439	0	0	0.00084851093841502	0	0	0.000569685874603343	0	0	0	0	0	0	0	0.00089245503398104	0	0	0	0.00278203955113575	0.000598400277012429	0	0	0	0	0.000440954006374043	0.000378858369648448	0.000260537579522107	0.000927546452157679	0	0.000549262109224131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000621385156784059	0.00345713511051288	0	0.000740895974110361	0.000968034486669558	0	0.000930430701558177	0	0	0	0.001145331944361	0.000814325920438501	0.00109414105541944	0	0.00105999770667411	0.00128470481361635	0	0	0	0.000729750177128846	0	0	0	0	0	0	0.00200361228808789	0	0	0	0	0	0.000289034058210517	0	0	0	0	0.000580784402811551	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|species_vOTU-091067	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|species_4076212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244425450929784	0	0	0	0	0	0	0.000115962776239465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165381768984936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00134|genus_vGENUS-04940|species_vOTU-078805	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000415|genus_4047949|species_4076620	0	0	0	0.00042454124049936	0	0.000434666893200322	0.000137153738363455	0.000860702102785302	0	0.000308064367282075	0	0	0.000268105982401947	0	0	0	0.000468223913525494	0	0.000379418703801144	0.000531326521275545	0	0	0.000308948531329507	0	0	0	0.000661130063836363	0	0	0	0	0	0	0	0.000465816645481656	0.000351739127450694	0.000360658975571002	0	0	0	0	0.000491367340059524	0	0	0.000423395498147202	0	0.000548666922155102	0	0	0	0	0	0	0	0	0	0	0	0.000402945155203383	0	0.000540824174233581	0.000405273871130788	0.00047957476483746	0.000561239930626965	0	0.000339630974986545	0.000429551885374698	0	0.000173440846196071	0	0	0.000511781352687522	0	0.000823427579181321	0	0	0	0	0	0	0.000482242625493545	0	0	0	0	0	0	0	0	0	0.000510714767076548	0	0	0.00062366754581322	0	0	0	0	0	0	0.000444621534257434	0	0	0	0	0	0	0	0	0	0	0	0	0.000399249801440187	0	0	0.000265885089266058	0.000411197136115603	0.000406305419694992	0.000535131217443908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000270131644648076	0	0	0	0	0	0	0.000154052455695722	0.000447662064108648	0	0	0	0	0	0	0	0	0	0	0	0.00025613897262513	0	0	0	0	0.000349645318501256	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00111|genus_vGENUS-11008|species_vOTU-007444	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000555|genus_4008240|species_4077325	0.0212968893159085	0.0211265280956218	0.0139134032206935	0.0276110854869233	0.0262591276789594	0.0375141928498994	0.0157803022643135	0.0367028028183292	0.0337349393796292	0.022820658175175	0.0512557180210641	0.0330349549777159	0.0217820054147326	0.0391895499686478	0.0205497870823818	0.0424968455364651	0.0303547061737997	0.0362733515621918	0.046232300062673	0.0371780924194375	0.0328609178827529	0.0341784160122784	0.0301457398445084	0.0312602223327693	0.0344249638070987	0.0399662640993447	0.0411420325487683	0.0480586094455603	0.0410268969939703	0.0243530068621947	0.0326921124523331	0.0268330334713537	0.0295806568339842	0.0364964419581043	0.0437781614947692	0.019473548373324	0.0315341079976315	0.0337894857305072	0.038115190978275	0.0265373723090239	0.0382227420814964	0.0272498476746906	0.0539260198783134	0.0403217134025075	0.0286562469340791	0.0530939337476224	0.0194988071224024	0.0306816300496018	0.0345452248718396	0.0473243183721935	0.0554315233695253	0.0194615152950918	0.0348849443911097	0.0549077546868947	0.0331787494595915	0.0329400185782657	0.0403716660077902	0.0190868599840488	0.0327292718282084	0.0258111034299634	0.0466787109490595	0.0637539726252798	0.0466215102854701	0.0285288107758655	0.0656915884771693	0.0706042442088352	0.0411248788456363	0.0596179003701659	0.0419311513777104	0.0349234939190724	0.0502893599167849	0.0505006076483844	0.0865869338319698	0.0515486025090708	0.0776780566420597	0.0466944326387001	0.105616445129714	0.0466460339010027	0.0553712772698603	0.0335730416443707	0.0292975548429833	0.0860435576165812	0.0980092316705631	0.0308454091606384	0.0519878620679439	0.0542279685386265	0.0538104116141586	0.0676487162928685	0.0565233876618823	0.0627165666742154	0.040256229739159	0.062315434323145	0.112035790907183	0.0591698205755031	0.0609704482079133	0.118412618184046	0.0484957631760327	0.0571556827657477	0.027826391159138	0.0715415444164575	0.0701814003659908	0.113468218092634	0.0277999083387275	0.0347040388387434	0.0689122345955052	0.0478732656206094	0.0655950966509638	0.0840519678043599	0.0703543546002044	0.0756537320027067	0.0642643304185922	0.0666043688420127	0.0976273397839229	0.0781839261131857	0.0679286662241634	0	0.0467793528185624	0.0564358660003091	0.0299082867110515	0.0725143783845529	0.0556089353911756	0.0783142374492784	0.0264846877528972	0.0790206488730115	0.101946560446579	0	0.0433985973716022	0.0424826126281038	0	0.0426742718662164	0.0548403339797111	0	0.0537715741950028	0.055584952249399	0.231968858912819	0.0271342786005242	0.0471605424435272	0.0425508902180071	0.0644275965084138	0.0630884190596687	0	0.0641527170184624	0.0711586497699297	0	0.0703202233894889	0.0526312717861882	0	0.0777842213909632	0.062031351265645	0.0900962657616612	0.0863245906226247	0.0126668001323876	0.0659047542851088	0.0616814837692183	0.0852959315740526	0.0875720232991937	0	0.0926767279376978	0.0918249431956641	0.0125951368827691	0.0741160320996887	0.0588925394858417	0	0.596890923192077	0.088892227748035	0	0.0475765889903651	0.0861348551111738	0.00960654034887265	0.042998650251164	0.0649904564959758	0.00345885417517016	0.0302647809931563	0.0361025063890018	0	0.0894487433454405	0.0330905930573013	0.0188193775730805	0.0271720460615432	NA
