Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00023|genus_vGENUS-00281|species_vOTU-015086	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000621|genus_4002991|species_4074913	0.00142799276572741	0.0015607292919323	0.00101949617336356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000257007843130868	0	0	0	0	0	0	0.00401262822392612	0.00096852569357948	0.000756271492568971	0.000867298681635966	0	0.000571364949669333	0	0.000559326191447341	0	0	0	0	0	0	0.000134033584683691	0	0	0	0	0.00205136352212077	0.00175559738412693	0.00188250145013532	0.00119988354159971	0.00156089832514587	0	0.00104033328533519	0	0.00081325408268695	0	0	0	0	0	0	0	0	0	0	0.000205827002964464	0	0	0.00147668031182825	0.000829071119727168	0	0.00215223225872839	0.000871599054709763	0	0.00204510405611409	0.00204519740149465	0	0.00183251302298333	0.00141900789242417	0	0.00175848510653369	0.00127906638860695	0	0.000297264313432243	0	0	0.00124789702447885	0.00138612920987603	0	0.000399501268543022	0.000406086607227985	0	0	0.00057978624718162	0.000211455176168551	0	0	0.000410793528374565	0	0.000148856395445018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61529829965042e-05	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-10783|species_vOTU-080865	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4000723|species_4074920	0.000136389673786951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00060|genus_vGENUS-10799|species_vOTU-014455	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000358|genus_4075064|species_4075065	0.000224449579260101	0.000176950893418679	0.000380511074556886	0.000273807960004114	0.000143374906099851	0.000179818502838544	0.000199218596202789	0.000268729139669174	0.000241729981808857	0.000144112228425807	0	0.000199294606775025	0.000257659099694476	0.000259615059161246	0.000134810685098712	0.000343486729313724	0.000187288478826517	0.000179118689232526	0.000165190033900707	0	0.000259235521949244	0.000222212084893106	0.000247459291036268	0.000235783313179896	0.0001600296463577	0	0.000393696665046876	0.00036114784002908	0	0.000139881914773362	0.000155334271089561	0.000263639725331898	0	0.000391260684190711	0.000221151383683622	0.000174049815916855	0.000239406622250205	0.000152462540659605	0.000185073215378685	0	0.000481721575493491	0.000123233478066644	0.000111200278811576	0.000127688968945825	0.000170998897257656	0.000192122251891285	0.000221048724614768	0.000150018642363358	0	0	0.000116478397111058	0	0.000142210418722676	0.000180677785573929	0	0	0.00020190850094295	0.000188992146775764	0.000130949779989719	0.000310653566351749	8.59660354165426e-05	0.000197745420810605	0.000399384990534716	0	0	0.000110109651406176	0	0.000256077239022764	0	0.000322457484926514	0	0.000582629495770675	0	0.000720192750164332	0.00062847916991722	0.000691387687812357	0.000290814141082022	0	0	0	0	0	0	0	0	0	0	0.000176563177229079	0	0	0.000794619942457091	0	0.000238480882363167	0.000476815016978021	0.00044791048837629	0	0.000200176296434644	0.000254493430064285	0	0.000868844659807552	8.72000823976191e-05	0	0	0	0	0	0	0	0.000168717974952821	8.55314518152013e-05	0.00048481471461006	0.000115912018982643	0.00013987424693339	0.000361524886724071	0.000412054725956357	0	7.41075852384599e-05	0.000110408345439594	0.000236342387447572	0.000252671235134572	0.000569625634683914	0	0	0	0	0	0	0.000154357996048045	0	0.000200072175879681	0	0	8.92176718249137e-05	0	0	0	0	0	0	0	0	0	0	0	0.000192821104809267	0	0	0	0	0.000151171477886245	0.00014561248374453	0	0	0	0.000356041719354422	0.000347581203735757	0	0.000431736456688029	0.000306612156228281	0.000348508825954736	0.000185591227305361	0	0	0	0.000146954184314251	0	0.000387160168101275	0	0	0	0.000254937412851555	0	0	0	0	0.000180866890614843	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00111|genus_vGENUS-05531|species_vOTU-068314	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000555|genus_4018348|species_4075132	0.0233747627271171	0.0199849435012941	0.0210953110715048	0.00373460915002499	0.00414967681580732	0.00443902805775996	0.00256354817973061	0.00569538351177927	0.0032289903532985	0.00407179970034866	0.00293170708132858	0.00622481855710513	0.00359399169190451	0.00492199102753444	0.00666120387129953	0.00545811551689856	0.00482811419315538	0.00532616695712529	0.00224288498392962	0.00279185342373833	0.00284558749545955	0.00305782509080249	0.00726595732122082	0.0115450603514375	0.00763983814236747	0.0070097300094738	0.00995822136709635	0.0102210913361772	0.00813803160701834	0.00673870874697847	0.00598676550738379	0.0112044204512717	0.00895841532377964	0.00727456240970623	0.00808833382025673	0.0135787590153292	0.00802093827425204	0.00837417614012018	0.00884043838871776	0.0058640539362747	0.00938621779498066	0.00886920341912505	0.00578845061335718	0.0112592626663517	0.00683864100531203	0.00871089096344828	0.00854582236177191	0.00927334953120143	0.0087949350521238	0.00768505848100664	0.00678875698312007	0.0122735541127785	0.00844317959185271	0.0115529659971777	0.00971568896983683	0.00874963032625304	0.00564031987128798	0.00894308250791902	0.00675618447334424	0.00753204172004463	0.00955300845396875	0.00962269631366176	0.0125963903928894	0.0134544467893755	0.0125663233062719	0.0129103171618187	0.0143124076313591	0.00231597342532125	0.00363312907209414	0.00488428337200466	0.00190238786322765	0.0121619469489992	0	0.0104853763056955	0.0123557926310167	0.00883509520670159	0.00624099750529133	0.00733005528116287	0.00673835900313553	0.0049560406907428	0.00625562865695724	0.00802303180596322	0.0113332589341937	0.00402466314909962	0.0053852367900681	0.00157970477074893	0.0111286299915908	0.0172473451036357	0.0169706083624106	0.0156453122574181	0.0105971093650325	0.0165163569123331	0.00164973132183039	0.0090107552838646	0.00597366205429724	0.00128521428067845	0.00801222674912848	0.00590254029682401	0.00877804303851713	0.0026913730143384	0.0072805355531427	0.0105282189594111	0.00406383449833885	0.00280689865507664	0.003015070686424	0.004937363833036	0.00817456271874339	0.0146511761061316	0.0106127095474808	0.0118685008380892	0.00534664204719254	0.0108721434925923	0.00139508720697136	0.00792103827654529	0.00782927100211325	0.0179129669116963	0.008799864909781	0.00575642957724289	0.00737293796763087	0.0030960095082669	0.00534835444547333	0.00442392281074107	0.00126573043995998	0.00155304777014206	0.00254931438251425	0	0.00518433278605618	0.00486533382402873	0	0.00409138456857946	0.00531740657376335	0.00097109234766287	0.00407488607287126	0.00502753922702726	0.020914134286652	0.002512526944479	0.00407180309337632	0.00735118182865309	0.00759613442167562	0.00867725311270806	0.000523360391854725	0.0145754875226388	0.0132395660610523	0	0.0130270413376728	0.0167250493979713	0.0013160740784437	0.0118232351614431	0.0148876131637062	0.00380465538627758	0.00514164702177686	0.000710792194460726	0.00800192189949374	0.0107976961291926	0.00062451352596273	0.000642560669571116	0	0.00468101628125254	0.0035112154044299	0.00119190136489285	0.00853341839653671	0.0115473728913611	0	0	0.00258866546971412	0	0.00795084247168369	0.0118628555266272	0.00135028308703363	0.00846798589894691	0.00857039777280903	0.00102290513865973	0.00635898720993245	0.00363450655208185	0	0.00240732985069743	0	0.00569497546275455	0.000327198440845779	0.000936681319605345
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00631|species_vOTU-006961	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4005500|species_4075239	0.000323003926685587	0.000211990859721493	0.000221232429928692	0.000477749411848476	0.000282422986438989	0.000260401110583162	0.000330311700905589	0.000530976348693588	0.000578318157140264	0.000220787036046193	0	0.000370342681129994	0.00017992861659066	0.000406511650997635	0.000160473980278493	0.000299021557878274	0.000355338476705989	0.000257701200632754	0.000541681118194039	0.0004162656257044	0.000334642178156141	0.000185456402009217	0.00057908695462347	0.000595584423898831	0.000306158236850364	0.000836390805313155	0.000514053472013834	0.000459440844346497	0.000749357588126066	0.000424884913462658	0.000331300751777315	0.000446106054395294	0.00033205569557336	0.0011716457708363	0.000439818479553022	0.000244313308438657	0.000332018655326666	0.000434223773626852	0.000361943635560295	0.000970698423391841	0.00069957240747043	0.000728562180637502	0.000856885142198958	0.000503665538467314	0.000521019396133999	0.000570614258112789	0.000259214879816982	0.000602369513316883	0.000759619709190751	0.000512526275124799	0.000500140408223727	0.000786566513421781	0.00064357750892783	0.000579875745912263	0.000761811386245134	0.000398241624780951	0.000478730840469641	0.000531518912386519	0.000711537644740024	0.000740691239786108	0.00097985908436803	0.000398503306273385	0.000465309753858553	0.000306743601975872	0.00051094984641475	0.000351042958074031	0.000447930407199498	0.000602064834974264	0.000266254783303031	0.000198875023158927	0.000187001687257948	0.000740137620740264	0	0.000594256391606978	0.000754499304023101	0.00132653399304904	0.00043069020942554	0.000840393504471811	0.000486097170837709	0.000776583338139992	0.000811649796341246	0.000869036896967595	0	0.000172325001196794	0.000379146110909525	0	0.000708057114968267	0.000468872714008811	0.000544680367061719	0.000488339721699944	0	0.000735948581458087	0.000452009511976759	0.000450069997297531	0.000500785328347544	0.00047170676608961	0.000804669776639152	0.000578835557928733	0.00076903326140601	0.000820035725446851	0.000485032059181226	0	0	0	0.000202551223872201	0.000245653956996302	0.000512392686199401	0.000356189560198908	0.000285955197771545	0.000367408011975486	0.000337428257941731	0.000488659222375181	0.000259637658347048	0.000574622236766754	0.00026093243406397	0	0.000784649315412931	0.00116311467626164	0.000813646083877959	0.00118125611450971	0.000569205247658051	0.000832508430008982	0	0.000234007947211422	0	0	0	0.000185872426317848	0	0	0.000143156496751637	0	0.000129405351184999	0	0	0	0.000116249914399641	0	0.000422645190838984	0	0	0.000306193613220124	0.000282268616208689	0	0.000376004263539604	0.00038640440397755	0	0	0.000433398455650279	0.000653612159189895	0.000510425910683224	0	0	0.000493527853684674	0.00012359799425239	0.000222655307867122	0	0.000555377040857272	0.00101735085774994	0	0.000534564549910362	0	0	0	0.000419450288688002	0	0.000927263727783341	0.000823495824325846	0	0.000889092334883584	0.00072737157157703	0	0	0.000882580021087281	0	0.000648298290768881	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00207|species_vOTU-000049	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4001225|species_4075426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51442262883311e-05	0.000115568191424057	0	0.000153738253541894	4.92734274768716e-05	0	0	0	0	0.00017352661095704	0	7.89338396283028e-05	0	0	0.000140717751672803	0	0	0	0	0	0	0	0	0	0	7.52827751355722e-05	0	0.000187939264176825	0.000280217219943693	0.000257171826896774	4.51489963722198e-05	0	0	0	0	0	0	0	0	0	0	0	9.33102571644535e-05	0	0.000161708024943929	0	0.000140258791260718	0.000172242499474617	0.000175764287013871	6.86852776997638e-05	0	9.26955079644083e-05	0.000243483368292241	0	0	0	0	0	0	0	0	0	0.00032553413800894	0	5.97318805651828e-05	7.68557126595306e-05	0	0	0	0	9.79950247673544e-05	8.83747392747721e-05	0	0	0.000154713340420181	0	7.17332701885255e-05	0.000228622319946769	0	0	0.000202861502990725	0	0	0.000120765394656179	0	0.000208101667652233	9.34340240216609e-05	0	0	0	0	0.000163757758225591	0	0.000249356503521809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-05538|species_vOTU-070971	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4075435|species_4075436	0	0	0	0.000164470411209222	0.000500301131464859	0.000432123241407149	0	0.000634420221654972	0.000321075854381705	0.000235002801669571	0	0	0.000277190795138809	0	0.000488330268230105	0	0	0.000969319168269417	0.000332896127654618	0.00033428375999992	0.000299986171903516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168372801875755	0.000221894016823478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00040996578861435	0	0	0	0	0.000286999500952821	0	0	0	0	0	0	0	0	0	0	0	0.000353032011922781	0	0.000942669196040437	0.000362813771449832	0.000316544702397154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000808326533976693	0	0.000257717319900099	0	0.000332721316366574	0	0	0	0	0	0	0	0	0.000281519858758787	0	0	0	0	0	0.000276703165903449	0	0	0.000313884203714219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000472354744330239	0.000363669614564727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311721949336159	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00111|genus_vGENUS-10842|species_vOTU-008697	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000555|genus_4010915|species_4075593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135943690681717	0.00176715813894888	0.00248818127958328	0.00354595739431251	0.00296473379667785	0.00141533835328697	0.00335862556691046	0.00453938473734891	0.00499505410549293	0	0	0	0	0	0	0	0	0	0	0	0.00776426877525854	0.00459193916734876	0.00456554819785031	0.00847255492629464	0.00114070119288741	0.000980515128025049	0.00239631310899267	0.00220872707479226	0	0.000720639856275009	0	0	0	0	0	0	0	0	0	0.00474536660069515	0.00441718900534997	0.00574721739021551	0.0029663840898166	0.00217584500529894	0.000682864419902183	0.000839886558785495	0.000440386141482438	0.00126053182938586	0	0.000480810261014159	0	0	0	0	0	0	0	0	0	0	0	0.00515035342334344	0.00706906466143609	0	0.00297215119997601	0.00408867258156449	0	0.00197927481019968	0.00467223591152697	0	0.0035150655896693	0.0042214737172487	0	0.00437787818291448	0.00556746610651239	0	0.000380945147513025	0.00207653038861664	0	0.00059740090843969	0.000560736969172498	0	0.00116582929608265	0	0	0	0.000706180508976862	0	0	0	0.00115460132813877	0.00109798237646525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-04763|species_vOTU-042198	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4042184|species_4076024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65486942792472e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000183031572786311	5.31284553255716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24682560444227e-05	0	0	5.98187353579897e-05	9.22142557030303e-05	0	0	4.3125253882604e-05	0.000908821466410854	0.000106031539924099	0	0	0	6.20649802564091e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|species_vOTU-041167	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|species_4076117	0.00130337181231473	0.00145754096065943	0.00139319841761014	0.000343913122855831	0.000215653647735786	0.000199740347499739	0	0	0.000787707806602462	0.000366546046363103	0.000742231203528299	0.00071125452501316	0.000155470898062352	0.000748639806711263	0	0.000313141213140481	0	0.000132660519331514	8.9946584116075e-05	0.00014604428544433	0.000161477972347838	0	0.00113571225425545	0.00108294610274461	0.00132271055416938	0.00116537386865186	0.00159092094206212	0.00218340167137763	0.000825409154993291	0.000781946958571853	0.000874731566666439	0.00131204698505417	0.000982543788885413	0.000440705655146794	0.00185141121730359	0.00210174665180003	0.00122383007285122	0.000417181296325431	0.000727728963882047	0.00118265122490877	0.000338317955734475	0.00170941673334827	0.000130200253361819	0.00143337197333999	0.000962525276308626	0.00108927344125861	0.00110018898646395	0.00136547884449273	0.000976204897482528	0.00122011354197324	0.000774009333617124	0.00129592044821442	0.00167436863303179	0.00192511891273799	0.00119869299269714	0.002349807167417	0.00161129551889499	0.00109379140633676	0.00155941460662647	0.00119168053426512	0.00143431996127328	0	0.00103443191387287	0.000187146500186366	0	0.00020059945966879	0.000471300041642837	0.000266945742339596	0.000466362617593572	0.000330635507528964	0.000315566704792624	0.000542215210297337	0	0.000122814017164077	0.000211858516761976	9.17229740123194e-05	0.000354771913661962	0.000324386595821968	0.000882128176216387	0.00014359796477956	0.000287342291648386	0.000328496581566757	0	0	0	0	0.000997140031799413	0.00129022622897343	0.00130929439430509	0.0015025628739946	0.000189942646157116	0.00276078356920638	0.000980298630574208	0.000222284367888138	0.000151228690117923	0.000480765574527501	0.000167510474165988	0.000249793621953831	0.000292970139707402	0.000308687253943652	0.000155167978153195	0	0	0.000125504742660253	0.000124184980635761	9.28434115897477e-05	0.000548879199345184	0.00017872925347656	0.000203934881593346	4.22588843389698e-05	0.00197714603860092	0.000372901459470706	0	0.000106819005682921	0.00040886945651737	0	0.000262368273521955	0.000217023384934888	0.000146776814036818	0.00044591945544321	0.000319559372740611	0.000358198619753417	0	0.000141020807924996	0	0	0.000218315798250363	0.000148056798190106	0	0	0	0	0	0	0	0	0.000135435572401654	0	0.000427713532834292	0.00192833666832058	0	0.000504819087737996	0.000632619680986158	0	0.000482500065682336	0.000642898161577927	0	0.000687057886814263	0.000827719039422029	0.000536820471492174	0.000720389657297246	0	0.000633641353183977	0.000806978822850177	0	0	0	0.000403934943773737	0.000117290606944602	0	0.000238019565248095	0.000280277824483302	0	0	0.0012954054916535	0	0.00027338298245658	0.000659312617857073	0.000507700137048166	0.000329266037309134	0.000203705661051077	0	0	0.000141670155265881	0	0.000360858473688397	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|species_vOTU-091067	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|species_4076212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129800235956369	7.67030752581541e-05	0.000109553898383475	0	0	0	0	0	5.68937815528389e-05	0	0	0	0	0	0	0.000123350004976177	0.000162029645736986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108807176806401	0.000134557473082819	0.000216836223129083	0	0	0	0	0	0	0.000102089046700841	3.57801519273885e-05	0	0	0	0	0	0	0	0	0	6.68222330306733e-05	0	0	9.85132966260002e-05	0.000162304969788708	0	0.000261009778499396	0.000143334118305176	0	7.72001917623438e-05	0.000159767456757312	0	5.70340984610832e-05	0.00011593424107778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.53634141427164e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
