run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	read_count	fastq_bytes	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title	bam_ftp
ERR688387	SAMEA3136765	ERX633388	PRJEB7774	408170	human gut metagenome	1207182	105079816	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688387/ERR688387.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688387/31367_SZAXPI021640-47.clean.single.rmhost.fq.gz	101821632	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688387	31367	Stool sample from carcinoma	
ERR688391	SAMEA3136691	ERX633392	PRJEB7774	408170	human gut metagenome	1607210	138098653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688391/ERR688391.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688391/31424_SZAXPI021925-43.clean.single.rmhost.fq.gz	135057274	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688391	31424	Stool sample from advanced adenoma	
ERR688395	SAMEA3136706	ERX633396	PRJEB7774	408170	human gut metagenome	1030824	89123715	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688395/ERR688395.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688395/31449_SZAXPI021940-123.clean.single.rmhost.fq.gz	86242373	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688395	31449	Stool sample from advanced adenoma	
ERR688399	SAMEA3136685	ERX633400	PRJEB7774	408170	human gut metagenome	847845	71799014	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688399/ERR688399.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688399/31477_SZAXPI022080-95.clean.single.rmhost.fq.gz	70146141	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688399	31477	Stool sample from advanced adenoma	
ERR688404	SAMEA3136667	ERX633405	PRJEB7774	408170	human gut metagenome	1192584	104505410	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688404/ERR688404.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688404/31519_SZAXPI022071-43.clean.single.rmhost.fq.gz	101847135	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688404	31519	Stool sample from controls	
ERR688408	SAMEA3136716	ERX633409	PRJEB7774	408170	human gut metagenome	833626	72346729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688408/ERR688408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688408/31582_SZAXPI021949-17.clean.single.rmhost.fq.gz	70377503	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688408	31582	Stool sample from advanced adenoma	
ERR688409	SAMEA3136625	ERX633410	PRJEB7774	408170	human gut metagenome	1323913	114008507	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688409/ERR688409.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688409/31600_SZAXPI022086-32.clean.single.rmhost.fq.gz	111273813	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688409	31600	Stool sample from controls	
ERR688417	SAMEA3136652	ERX633418	PRJEB7774	408170	human gut metagenome	1267704	111288086	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688417/ERR688417.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688417/31749_SZAXPI022057-158.clean.single.rmhost.fq.gz	108521829	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688417	31749	Stool sample from controls	
ERR688418	SAMEA3136658	ERX633419	PRJEB7774	408170	human gut metagenome	1308363	117206150	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688418/ERR688418.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688418/31750_SZAXPI022062-21.clean.single.rmhost.fq.gz	113569755	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688418	31750	Stool sample from controls	
ERR688419	SAMEA3136623	ERX633420	PRJEB7774	408170	human gut metagenome	513641	45672392	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688419/ERR688419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688419/31766_SZAXPI021955-26.clean.single.rmhost.fq.gz	44385927	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688419	31766	Stool sample from controls	
ERR688420	SAMEA3136753	ERX633421	PRJEB7774	408170	human gut metagenome	914188	82473519	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688420/ERR688420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688420/31884_SZAXPI021655-129.clean.single.rmhost.fq.gz	79743283	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688420	31884	Stool sample from carcinoma	
ERR688427	SAMEA3136760	ERX633428	PRJEB7774	408170	human gut metagenome	1019982	91558057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688427/ERR688427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688427/31873_SZAXPI021690-169.clean.single.rmhost.fq.gz	88280207	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688427	31873	Stool sample from carcinoma	
ERR688429	SAMEA3136752	ERX633430	PRJEB7774	408170	human gut metagenome	997135	90572805	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688429/ERR688429.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688429/31875_SZAXPI021654-123.clean.single.rmhost.fq.gz	86863368	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688429	31875	Stool sample from carcinoma	
ERR688430	SAMEA3136740	ERX633431	PRJEB7774	408170	human gut metagenome	1180838	103577600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688430/ERR688430.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688430/31876_SZAXPI021641-62.clean.single.rmhost.fq.gz	100662724	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688430	31876	Stool sample from carcinoma	
ERR688432	SAMEA3136729	ERX633433	PRJEB7774	408170	human gut metagenome	2028082	174245366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688432/ERR688432.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688432/31878_SZAXPI021664-24.clean.single.rmhost.fq.gz	170342747	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688432	31878	Stool sample from carcinoma	
ERR688435	SAMEA3136725	ERX633436	PRJEB7774	408170	human gut metagenome	1354458	120837988	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688435/ERR688435.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688435/31881_SZAXPI021630-17.clean.single.rmhost.fq.gz	116651705	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688435	31881	Stool sample from carcinoma	
ERR688436	SAMEA3136763	ERX633437	PRJEB7774	408170	human gut metagenome	1063319	98106009	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688436/ERR688436.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688436/31883_SZAXPI021717-20.clean.single.rmhost.fq.gz	94351310	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688436	31883	Stool sample from carcinoma	
ERR688437	SAMEA3136708	ERX633438	PRJEB7774	408170	human gut metagenome	807993	70736575	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688437/ERR688437.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688437/530018_SZAXPI021942-133.clean.single.rmhost.fq.gz	68987524	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688437	530018	Stool sample from advanced adenoma	
ERR688438	SAMEA3136696	ERX633439	PRJEB7774	408170	human gut metagenome	816651	72085527	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688438/ERR688438.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688438/530026_SZAXPI021930-88.clean.single.rmhost.fq.gz	69749772	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688438	530026	Stool sample from advanced adenoma	
ERR688443	SAMEA3136629	ERX633444	PRJEB7774	408170	human gut metagenome	696207	60844342	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688443/ERR688443.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688443/530050_SZAXPI021960-39.clean.single.rmhost.fq.gz	59457431	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688443	530050	Stool sample from controls	
ERR688444	SAMEA3136661	ERX633445	PRJEB7774	408170	human gut metagenome	718369	61644456	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688444/ERR688444.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688444/530052_SZAXPI022065-27.clean.single.rmhost.fq.gz	60543679	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688444	530052	Stool sample from controls	
ERR688447	SAMEA3136639	ERX633448	PRJEB7774	408170	human gut metagenome	1009464	87943841	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688447/ERR688447.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688447/530074_SZAXPI022044-93.clean.single.rmhost.fq.gz	85635784	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688447	530074	Stool sample from controls	
ERR688450	SAMEA3136695	ERX633451	PRJEB7774	408170	human gut metagenome	1878944	166453447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688450/ERR688450.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688450/530142_SZAXPI021929-87.clean.single.rmhost.fq.gz	161196266	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688450	530142	Stool sample from advanced adenoma	
ERR688453	SAMEA3136627	ERX633454	PRJEB7774	408170	human gut metagenome	2412624	204605169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688453/ERR688453.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688453/530167_SZAXPI021958-36.clean.single.rmhost.fq.gz	200328763	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688453	530167	Stool sample from controls	
ERR688456	SAMEA3136631	ERX633457	PRJEB7774	408170	human gut metagenome	688532	61064795	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688456/ERR688456.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688456/530177_SZAXPI021962-45.clean.single.rmhost.fq.gz	59283973	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688456	530177	Stool sample from controls	
ERR688457	SAMEA3136683	ERX633458	PRJEB7774	408170	human gut metagenome	677058	59803140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688457/ERR688457.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688457/530185_SZAXPI021722-32.clean.single.rmhost.fq.gz	58213839	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688457	530185	Stool sample from advanced adenoma	
ERR688462	SAMEA3136709	ERX633463	PRJEB7774	408170	human gut metagenome	799068	69084739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688462/ERR688462.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688462/530262_SZAXPI021943-136.clean.single.rmhost.fq.gz	67254555	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688462	530262	Stool sample from advanced adenoma	
ERR688467	SAMEA3136671	ERX633468	PRJEB7774	408170	human gut metagenome	892649	78006753	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688467/ERR688467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688467/530331_SZAXPI022431-84.clean.single.rmhost.fq.gz	75954636	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688467	530331	Stool sample from controls	
ERR688471	SAMEA3136732	ERX633472	PRJEB7774	408170	human gut metagenome	1011350	89135936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688471/ERR688471.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688471/530373_SZAXPI021634-27.clean.single.rmhost.fq.gz	86954928	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688471	530373	Stool sample from carcinoma	
ERR688474	SAMEA3136686	ERX633475	PRJEB7774	408170	human gut metagenome	981091	85826231	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688474/ERR688474.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688474/530403_SZAXPI022083-102.clean.single.rmhost.fq.gz	83666055	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688474	530403	Stool sample from advanced adenoma	
ERR688475	SAMEA3136637	ERX633476	PRJEB7774	408170	human gut metagenome	1760645	141202676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688475/ERR688475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688475/530444_SZAXPI022087-89.clean.single.rmhost.fq.gz	139792407	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688475	530444	Stool sample from controls	
ERR688477	SAMEA3136659	ERX633478	PRJEB7774	408170	human gut metagenome	1391334	122383894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688477/ERR688477.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688477/530451_SZAXPI022064-25.clean.single.rmhost.fq.gz	119388934	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688477	530451	Stool sample from controls	
ERR688363	SAMEA3136657	ERX633364	PRJEB7774	408170	human gut metagenome	1311047	115861496	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688363/ERR688363.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688363/31112_SZAXPI022084-20.clean.single.rmhost.fq.gz	112832271	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688363	31112	Stool sample from controls	
ERR688364	SAMEA3136660	ERX633365	PRJEB7774	408170	human gut metagenome	822780	70546550	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688364/ERR688364.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688364/31129_SZAXPI022081-26.clean.single.rmhost.fq.gz	69237680	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688364	31129	Stool sample from controls	
ERR688478	SAMEA3136697	ERX633479	PRJEB7774	408170	human gut metagenome	773218	69004937	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688478/ERR688478.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688478/530558_SZAXPI021931-89.clean.single.rmhost.fq.gz	66860700	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688478	530558	Stool sample from advanced adenoma	
ERR688479	SAMEA3136684	ERX633480	PRJEB7774	408170	human gut metagenome	1017480	89322486	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688479/ERR688479.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688479/530600_SZAXPI022079-94.clean.single.rmhost.fq.gz	87070850	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688479	530600	Stool sample from advanced adenoma	
ERR688480	SAMEA3136718	ERX633481	PRJEB7774	408170	human gut metagenome	861147	75366168	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688480/ERR688480.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688480/530623_SZAXPI021951-21.clean.single.rmhost.fq.gz	73204998	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688480	530623	Stool sample from advanced adenoma	
ERR688482	SAMEA3136701	ERX633483	PRJEB7774	408170	human gut metagenome	698117	61856165	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688482/ERR688482.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688482/530705_SZAXPI021936-102.clean.single.rmhost.fq.gz	60171801	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688482	530705	Stool sample from advanced adenoma	
ERR688483	SAMEA3136699	ERX633484	PRJEB7774	408170	human gut metagenome	968741	85713150	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688483/ERR688483.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688483/530743_SZAXPI021933-93.clean.single.rmhost.fq.gz	83077179	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688483	530743	Stool sample from advanced adenoma	
ERR688487	SAMEA3136746	ERX633488	PRJEB7774	408170	human gut metagenome	1030170	94117588	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688487/ERR688487.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688487/530890_SZAXPI021648-95.clean.single.rmhost.fq.gz	91003713	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688487	530890	Stool sample from carcinoma	
ERR688491	SAMEA3136768	ERX633492	PRJEB7774	408170	human gut metagenome	1740177	159184227	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688491/ERR688491.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688491/531274_SZAXPI021719-23.clean.single.rmhost.fq.gz	153292881	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688491	531274	Stool sample from carcinoma	
ERR688497	SAMEA3136745	ERX633498	PRJEB7774	408170	human gut metagenome	723215	65838478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688497/ERR688497.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688497/531382_SZAXPI021646-93.clean.single.rmhost.fq.gz	63101206	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688497	531382	Stool sample from carcinoma	
ERR688498	SAMEA3136681	ERX633499	PRJEB7774	408170	human gut metagenome	961392	87737152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688498/ERR688498.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688498/531403_SZAXPI021720-26.clean.single.rmhost.fq.gz	84844603	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688498	531403	Stool sample from advanced adenoma	
ERR688500	SAMEA3136741	ERX633501	PRJEB7774	408170	human gut metagenome	708229	64444462	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688500/ERR688500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688500/531416_SZAXPI021642-84.clean.single.rmhost.fq.gz	62290375	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688500	531416	Stool sample from carcinoma	
ERR688503	SAMEA3136762	ERX633504	PRJEB7774	408170	human gut metagenome	975423	90090083	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688503/ERR688503.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688503/531766_SZAXPI021716-17.clean.single.rmhost.fq.gz	86191771	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688503	531766	Stool sample from carcinoma	
ERR688505	SAMEA3136748	ERX633506	PRJEB7774	408170	human gut metagenome	20056458	1734994657;1780805145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688505/ERR688505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688505/ERR688505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688505/31004_SZAXPI021650-108.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688505/31004_SZAXPI021650-108.clean.pair.rmhost.2.fq.gz	3031200585	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688505	31004	Stool sample from carcinoma	
ERR688506	SAMEA3136648	ERX633507	PRJEB7774	408170	human gut metagenome	32474886	2792286477;2842729324	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688506/ERR688506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688506/ERR688506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688506/31009_SZAXPI022053-133.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688506/31009_SZAXPI022053-133.clean.pair.rmhost.2.fq.gz	4873646610	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688506	31009	Stool sample from controls	
ERR688509	SAMEA3136670	ERX633510	PRJEB7774	408170	human gut metagenome	25513317	2138783957;2197911867	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688509/ERR688509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688509/ERR688509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688509/31071_SZAXPI022073-62.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688509/31071_SZAXPI022073-62.clean.pair.rmhost.2.fq.gz	3756836243	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688509	31071	Stool sample from controls	
ERR688510	SAMEA3136657	ERX633511	PRJEB7774	408170	human gut metagenome	24762672	2109955874;2178046880	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688510/ERR688510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688510/ERR688510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688510/31112_SZAXPI022084-20.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688510/31112_SZAXPI022084-20.clean.pair.rmhost.2.fq.gz	3717135912	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688510	31112	Stool sample from controls	
ERR688511	SAMEA3136660	ERX633512	PRJEB7774	408170	human gut metagenome	19835598	1610383731;1676249912	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688511/ERR688511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688511/ERR688511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688511/31129_SZAXPI022081-26.clean.pair.rmhost.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR688/ERR688511/31129_SZAXPI022081-26.clean.pair.rmhost.2.fq.gz	2856688360	ftp.sra.ebi.ac.uk/vol1/err/ERR688/ERR688511	31129	Stool sample from controls	
